,ID,Name,Age,Nationality,Club,Value,Wage,Preferred Foot,Joined,
2811,49756,J. Poulsen,34,Denmark,FC Midtjylland,€1.9M,€19K,Right,"Jan 21, 2014",
2812,183644,A. Grünwald,29,Austria,FK Austria Wien,€3.9M,€15K,Left,"Jul 1, 2011",
2813,193884,S. Clucas,27,England,Stoke City,€4.2M,€34K,Left,"Aug 9, 2018",
2814,204125,J. Bořil,27,Czech Republic,SK Slavia Praha,€3.7M,€1K,Right,"Jan 4, 2016",
2815,156253,J. Lewis,30,England,Aberdeen,€2.6M,€6K,Right,"Jun 15, 2016",
2816,202078,D. Nagbe,27,United States,Atlanta United,€4.1M,€7K,Right,"Dec 14, 2017",
2817,142942,J. Gandolfi,37,Argentina,Club Atlético Talleres,€550K,€9K,Right,"Jul 1, 2016",
2818,184926,Fabiano,30,Brazil,FC Porto,€3M,€8K,Right,"Jul 1, 2012",
2819,231007,J. Mišić,24,Croatia,Sporting CP,€5.5M,€9K,Right,"Jan 6, 2018",
2820,231263,J. Gélin,21,France,Stade Rennais FC,€5.5M,€16K,Right,"Jul 1, 2017",
2821,232543,S. Bertoli,40,Argentina,Patronato,€270K,€6K,Right,"Jul 1, 2003",
2822,236639,Xeka,23,Portugal,LOSC Lille,€4.7M,€19K,Right,"Jul 1, 2017",
2823,46175,M. Rosenberg,35,Sweden,Malmö FF,€1.8M,€6K,Right,"Feb 5, 2014",
2824,198240,Raul García,29,Spain,CD Leganés,€3M,€22K,Left,"Jul 1, 2017",
2825,202848,G. Caprari,24,Italy,Sampdoria,€5.5M,€25K,Right,"Jul 1, 2017",
2826,210016,Diego Lopes,24,Brazil,Rio Ave FC,€5M,€7K,Right,"Jan 16, 2018",
2827,189024,M. Banguera,32,Ecuador,,€0,€0,Right,,
2828,190560,O. Gonzalez,29,United States,Club Atlas,€3.1M,€17K,Right,"Jul 1, 2018",
2829,229473,Costinha,25,Portugal,Vitória de Setúbal,€4.9M,€6K,Right,"Jul 1, 2015",
2830,231521,E. Palacios,19,Argentina,River Plate,€7M,€9K,Right,"Nov 8, 2015",
2831,184417,Sergio Tejera,28,Spain,Real Oviedo,€3.2M,€9K,Left,"Jul 2, 2018",
2832,229218,Pedro Rocha,23,Brazil,Spartak Moscow,€5.5M,€1K,Right,"Aug 31, 2017",
2833,194146,K. Long,27,Republic of Ireland,Burnley,€3.4M,€36K,Right,"Jan 25, 2010",
2834,2147,M. Stekelenburg,35,Netherlands,Everton,€950K,€30K,Right,"Jul 4, 2016",
2835,215651,Samir,23,Brazil,Udinese,€4.4M,€17K,Left,"Jun 30, 2016",
2836,211556,Carlos Hernández,27,Spain,Real Oviedo,€3.8M,€9K,Right,"Jul 1, 2017",
2837,228708,L. Martínez Quarta,22,Argentina,River Plate,€5.5M,€14K,Right,"Jul 1, 2016",
2838,211557,F. Barba,24,Italy,Chievo Verona,€4.7M,€11K,Left,"Aug 14, 2018",
2839,169317,T. Elyounoussi,30,Norway,AIK,€3.9M,€10K,Right,"Jan 30, 2018",
2840,170597,T. Krul,30,Netherlands,Norwich City,€2.6M,€17K,Left,"Jul 24, 2018",
2841,232294,R. Morioka,27,Japan,RSC Anderlecht,€4.6M,€16K,Right,"Jan 30, 2018",
2842,105318,J. Valdés,37,Chile,Colo-Colo,€1.3M,€6K,Right,"Jan 1, 2014",
2843,237670,Bruno Xadas,20,Portugal,SC Braga,€7M,€9K,Left,"Jul 1, 2016",
2844,186982,A. Büttner,29,Netherlands,Vitesse,€3M,€12K,Left,"Jan 16, 2017",
2845,222825,C. Akolo,23,DR Congo,VfB Stuttgart,€6M,€25K,Right,"Jul 9, 2017",
2846,207722,Cristiano,31,Brazil,Kashiwa Reysol,€3.6M,€11K,Right,"Jun 26, 2016",
2847,211818,K. Möhwald,24,Germany,SV Werder Bremen,€5M,€19K,Right,"Jul 1, 2018",
2848,214379,A. Rodríguez,29,Colombia,Minnesota United FC,€4M,€8K,Right,"Jul 10, 2018",
2849,229739,J. Góralski,25,Poland,,€0,€0,Right,,
2850,164459,S. Larsson,33,Sweden,AIK,€2.3M,€9K,Right,"Jul 15, 2018",
2851,204908,D. Ndongala,27,DR Congo,KRC Genk,€4.2M,€14K,Right,"May 8, 2018",
2852,157804,S. Carson,32,England,Derby County,€2.3M,€25K,Right,"Jun 12, 2015",
2853,161644,M. Matip,32,Cameroon,FC Ingolstadt 04,€2.3M,€19K,Right,"Aug 1, 2010",
2854,169324,A. Ulmer,32,Austria,FC Red Bull Salzburg,€2.2M,€25K,Left,"Jan 28, 2009",
2855,183916,J. Pied,29,France,LOSC Lille,€3M,€23K,Right,"Aug 31, 2018",
2856,207725,M. van der Hoorn,25,Netherlands,Swansea City,€4.2M,€20K,Right,"Jul 18, 2016",
2857,179565,M. Gavranović,28,Switzerland,Dinamo Zagreb,€4.1M,€1K,Right,"Jan 18, 2018",
2858,193133,J. Stryger Larsen,27,Denmark,Udinese,€3.9M,€19K,Right,"Aug 25, 2017",
2859,201326,G. Torje,28,Romania,Sivasspor,€4M,€13K,Right,"Aug 31, 2018",
2860,225646,C. Mayada,27,Uruguay,River Plate,€3.3M,€17K,Right,"Jan 23, 2015",
2861,212079,M. Pérez,25,Mexico,Guadalajara,€4.5M,€26K,Right,"Oct 1, 2012",
2862,178287,S. Arfield,29,Canada,Rangers FC,€3.8M,€41K,Right,"Jul 1, 2018",
2863,185199,S. Ribas,30,Uruguay,Club Atlético Lanús,€3.9M,€17K,Left,"Jul 1, 2018",
2864,199792,A. Christiansen,28,Denmark,Malmö FF,€4M,€7K,Right,"Jul 15, 2018",
2865,214384,F. Aguilar,25,Colombia,Atlético Nacional,€4.8M,€5K,Right,"Dec 29, 2015",
2866,165232,O. Veigneau,32,France,Kasimpaşa SK,€2.2M,€11K,Left,"Aug 17, 2015",
2867,230513,Gus Outomouro,34,Brazil,Internacional,€2.1M,€23K,Right,"Jan 1, 2018",
2868,211826,R. Czichos,28,Germany,1. FC Köln,€3.2M,€17K,Left,"Jul 1, 2018",
2869,240754,Y. Atal,22,Algeria,OGC Nice,€5.5M,€19K,Right,"Jul 17, 2018",
2870,195698,C. Doukouré,25,Ivory Coast,Levante UD,€4.5M,€16K,Right,"Aug 4, 2017",
2871,226419,F. Sambueza,29,Argentina,Junior FC,€3.9M,€4K,Right,"Jul 27, 2018",
2872,230259,Juliano Mascarinhas,34,Brazil,Grêmio,€1.2M,€21K,Right,"Jan 1, 2018",
2873,192371,F. Rinaudo,31,Argentina,Gimnasia y Esgrima La Plata,€3.4M,€13K,Right,"Jul 12, 2017",
2874,209780,S. Schrijvers,21,Belgium,Club Brugge KV,€5.5M,€15K,Right,"Jul 1, 2018",
2875,234612,J. Ikoné,20,France,LOSC Lille,€7M,€18K,Left,"Jul 2, 2018",
2876,184436,A. Smithies,28,England,Cardiff City,€3.3M,€28K,Right,"Jun 28, 2018",
2877,198261,T. Ream,30,United States,Fulham,€3M,€38K,Left,"Aug 20, 2015",
2878,211061,A. Maxim,27,Romania,1. FSV Mainz 05,€4.2M,€22K,Right,"Jul 1, 2017",
2879,165493,N. Navarro,33,Argentina,San Lorenzo de Almagro,€2M,€12K,Left,"Jan 20, 2016",
2880,189557,A. Rispoli,29,Italy,Palermo,€3M,€4K,Right,"Jul 2, 2015",
2881,197238,I. Baldé,29,Senegal,Real Oviedo,€4M,€11K,Right,"Aug 4, 2018",
2882,229494,Miguel Vieira,27,Portugal,CD Lugo,€3.8M,€8K,Right,"Jul 17, 2018",
2883,169078,L. Freeman,26,England,Queens Park Rangers,€4.7M,€9K,Left,"Jan 30, 2017",
2884,179574,G. Hooper,30,England,Sheffield Wednesday,€3.9M,€25K,Right,"Jan 22, 2016",
2885,215927,R. Emond,26,Belgium,Standard de Liège,€4.8M,€15K,Right,"Aug 31, 2015",
2886,183671,E. Terranova,31,Italy,US Cremonese,€2.7M,€4K,Right,"Aug 17, 2018",
2887,184183,S. Dewaest,27,Belgium,KRC Genk,€3.8M,€12K,Right,"Aug 10, 2015",
2888,189303,Nélson Oliveira,26,Portugal,Norwich City,€4.4M,€25K,Right,"Aug 30, 2016",
2889,199288,A. Losilla,32,France,VfL Bochum 1848,€2.3M,€14K,Right,"Jul 1, 2014",
2890,214136,F. Meza,26,Colombia,Tigres U.A.N.L.,€4.2M,€36K,Right,"Jan 1, 2016",
2891,215417,C. Mathenia,26,Germany,1. FC Nürnberg,€3.5M,€15K,Right,"Jul 1, 2018",
2892,218745,O. Ntcham,22,France,Celtic,€6M,€34K,Right,"Jul 12, 2017",
2893,202106,M. Knoll,27,Germany,FC St. Pauli,€3.4M,€14K,Left,"Jul 1, 2018",
2894,208250,A. Bakasetas,25,Greece,AEK Athens,€5M,€1K,Left,"Jul 1, 2016",
2895,221306,M. Barrios,27,Colombia,FC Dallas,€4.2M,€7K,Right,"Feb 20, 2015",
2896,228730,S. Salcedo,20,Paraguay,Club Atlético Huracán,€4.9M,€9K,Right,"Jul 23, 2018",
2897,234618,Perdigão,26,Brazil,GD Chaves,€4.3M,€10K,Right,"Jan 4, 2016",
2898,239482,Galeno,20,Brazil,Rio Ave FC,€7M,€9K,Right,,
2899,192122,Bóveda,29,Spain,Deportivo de La Coruña,€3M,€9K,Right,"Jan 22, 2018",
2900,192634,Marc Mateu,28,Spain,CD Numancia,€4M,€10K,Left,"Jul 28, 2015",
2901,204412,G. Saville,25,Northern Ireland,Middlesbrough,€4.9M,€12K,Left,,
2902,213884,R. Christie,23,Scotland,Celtic,€5.5M,€34K,Left,"Sep 1, 2015",
2903,237692,P. Foden,18,England,Manchester City,€8M,€36K,Left,"Jul 1, 2016",
2904,208509,T. Foket,23,Belgium,Stade de Reims,€4.5M,€12K,Right,"Aug 31, 2018",
2905,188541,P. Schiattarella,31,Italy,SPAL,€3.4M,€12K,Right,"Aug 18, 2016",
2906,201342,F. Sørensen,26,Denmark,1. FC Köln,€4.2M,€16K,Right,"Jul 11, 2015",
2907,207998,D. Ward,25,Wales,Leicester City,€3.5M,€32K,Right,"Jul 21, 2018",
2908,212350,L. Diony,25,France,AS Saint-Étienne,€5M,€26K,Right,"Jul 7, 2017",
2909,229758,R. Krunić,24,Bosnia Herzegovina,Empoli,€5.5M,€11K,Right,"Jul 10, 2015",
2910,110974,Riesgo,34,Spain,SD Eibar,€1.6M,€13K,Right,"Jul 28, 2015",
2911,183422,J. Howson,30,England,Middlesbrough,€3.7M,€41K,Right,"Jul 7, 2017",
2912,53630,J. Van Damme,34,Belgium,Royal Antwerp FC,€1.2M,€10K,Left,"Aug 19, 2017",
2913,181375,M. Martins,31,Bolivia,,€0,€0,Right,,
2914,228736,W. Faríñez,20,Venezuela,Millonarios FC,€5M,€2K,Right,"Jan 1, 2018",
2915,234624,B. Dibassy,28,Mali,Amiens SC,€3.2M,€15K,Left,"Jul 1, 2016",
2916,177280,T. Reginiussen,32,Norway,Rosenborg BK,€2.3M,€6K,Right,"Aug 1, 2012",
2917,228737,G. Rivas,29,Venezuela,Al Hilal,€4M,€33K,Right,"Sep 12, 2017",
2918,230529,Benjamin Meseira,34,Brazil,Chapecoense,€1.1M,€13K,Right,"Jan 1, 2018",
2919,231041,C. Ninga,25,Chad,Stade Malherbe Caen,€5.5M,€20K,Right,"Jul 4, 2018",
2920,169345,M. Suttner,31,Austria,Brighton & Hove Albion,€2.6M,€33K,Left,"Jul 13, 2017",
2921,183937,G. van der Wiel,30,Netherlands,Toronto FC,€3M,€7K,Right,"Feb 1, 2018",
2922,232066,W. González,23,Paraguay,Club León,€6M,€22K,Right,,
2923,181123,T. Hořava,30,Czech Republic,Viktoria Plzeň,€3.7M,€1K,Right,"Jul 1, 2013",
2924,190084,P. Tachtsidis,27,Greece,Nottingham Forest,€3.4M,€35K,Left,"Sep 5, 2018",
2925,212613,W. Saïd,23,France,Dijon FCO,€5.5M,€12K,Right,"Jul 7, 2017",
2926,219525,E. Cerutti,26,Argentina,Independiente,€4.7M,€29K,Right,,
2927,230277,Gustavo Lobateiro,30,Brazil,Internacional,€3.8M,€21K,Left,"Jan 1, 2018",
2928,225926,Pere Milla,25,Spain,SD Eibar,€5M,€17K,Left,"Jul 2, 2016",
2929,181383,J. Johansson,28,Sweden,Stade Rennais FC,€4M,€26K,Right,"Jul 1, 2018",
2930,210313,T. Murg,23,Austria,SK Rapid Wien,€5M,€14K,Left,"Feb 1, 2016",
2931,214665,J. Ramírez,25,Argentina,Club Atlético Talleres,€4.8M,€14K,Left,"Jul 8, 2016",
2932,215433,F. Vicari,23,Italy,SPAL,€5M,€10K,Right,"Aug 11, 2016",
2933,225673,K. Adams Nuhu,23,Ghana,TSG 1899 Hoffenheim,€5M,€20K,Right,"Jul 25, 2018",
2934,206218,P. Nardi,24,France,KSV Cercle Brugge,€3.9M,€27K,Right,,
2935,208522,H. Magnússon,25,Iceland,PFC CSKA Moscow,€4.5M,€1K,Left,"Jul 1, 2018",
2936,233866,O. Edouard,20,France,Celtic,€7M,€32K,Right,"Jul 1, 2018",
2937,234378,D. Rice,19,Republic of Ireland,West Ham United,€6M,€21K,Right,"Jun 29, 2016",
2938,230283,Evandro Rochedo,34,Brazil,Atlético Mineiro,€2.1M,€29K,Right,"Jan 1, 2018",
2939,172939,K. Westwood,33,Republic of Ireland,Sheffield Wednesday,€2M,€17K,Left,"Jul 7, 2014",
2940,178571,Bracali,37,Brazil,Boavista FC,€270K,€4K,Right,"Jul 1, 2018",
2941,213132,M. Sperduti,32,Argentina,Patronato,€3.1M,€13K,Right,"Jul 23, 2018",
2942,224396,Y. Gómez Andrade,26,Colombia,Unión de Santa Fe,€4M,€12K,Right,"Aug 11, 2017",
2943,215181,G. Peruzzi,26,Argentina,Boca Juniors,€4.1M,€17K,Right,"Jan 22, 2015",
2944,229517,Toni Villa,23,Spain,Real Valladolid CF,€6M,€14K,Right,"Jul 1, 2017",
2945,214158,Y. Gordillo,26,Colombia,Independiente Santa Fe,€4.4M,€4K,Right,"Jul 13, 2015",
2946,152718,Ricardo,31,Portugal,Henan Jianye FC,€3.6M,€13K,Right,"Jul 13, 2017",
2947,220302,B. Sanneh,23,Gambia,RSC Anderlecht,€4.7M,€13K,Right,"Aug 31, 2018",
2948,230286,Michel Cruceiro,26,Brazil,Atlético Mineiro,€3.5M,€24K,Left,"Jan 1, 2018",
2949,176526,L. Burián,34,Uruguay,Club Atlético Colón,€1.6M,€9K,Right,"Jul 23, 2018",
2950,182670,M. Tekdemir,30,Turkey,Medipol Başakşehir FK,€3M,€18K,Right,"Jan 23, 2006",
2951,199568,K. Lamprou,26,Greece,Ajax,€3.2M,€11K,Left,"Aug 1, 2017",
2952,210320,I. Mbaye,23,Senegal,Bologna,€4.7M,€19K,Right,"Jan 23, 2015",
2953,216464,A. Browne,23,Republic of Ireland,Preston North End,€5.5M,€11K,Right,"Jan 1, 2014",
2954,137361,G. Pazzini,33,Italy,Hellas Verona,€2.5M,€5K,Right,"Jul 11, 2015",
2955,212369,Eduardo,25,Brazil,SC Braga,€4.9M,€11K,Left,"Jul 1, 2018",
2956,193169,C. Santos,30,Venezuela,Deportivo de La Coruña,€3.9M,€10K,Left,"Jul 2, 2018",
2957,234642,E. Mendy,26,Senegal,Stade de Reims,€3.5M,€12K,Right,"Jul 1, 2016",
2958,236690,M. Ngadeu-Ngadjui,27,Cameroon,SK Slavia Praha,€3.9M,€1K,Right,"Jul 1, 2016",
2959,221331,L. Mazzitelli,22,Italy,Genoa,€5.5M,€32K,Right,,
2960,221587,J. Lolley,25,England,Nottingham Forest,€4.8M,€36K,Left,"Jan 31, 2018",
2961,178323,A. Traoré,29,Burkina Faso,Atiker Konyaspor,€3.9M,€16K,Left,"Jun 22, 2017",
2962,183187,V. Stocker,29,Switzerland,FC Basel 1893,€3.9M,€22K,Left,"Jan 10, 2018",
2963,191123,D. Alar,28,Austria,SK Rapid Wien,€4.1M,€18K,Left,"Jul 6, 2018",
2964,216468,J. Añor,24,Venezuela,Málaga CF,€5.5M,€8K,Left,"Jul 1, 2013",
2965,227732,A. Donis,21,Greece,VfB Stuttgart,€6.5M,€21K,Right,"Jul 1, 2017",
2966,183188,M. Gazzola,33,Italy,Parma,€1.5M,€29K,Right,"Jan 16, 2018",
2967,194196,F. Diagne,28,Senegal,Atiker Konyaspor,€3.2M,€14K,Right,"Aug 2, 2018",
2968,137109,S. Schaars,34,Netherlands,SC Heerenveen,€1.2M,€8K,Left,"Jul 25, 2016",
2969,209301,M. Poundjé,25,France,FC Girondins de Bordeaux,€4.1M,€27K,Left,"Jul 1, 2011",
2970,214421,F. Hinestroza,28,Colombia,Rionegro Águilas,€4M,€2K,Left,"Jan 22, 2018",
2971,211862,A. Hahn,27,Germany,FC Augsburg,€4.2M,€20K,Right,"Jul 1, 2018",
2972,244376,V. Shepelev,21,Ukraine,Dynamo Kyiv,€5.5M,€1K,Right,"Jul 10, 2015",
2973,200857,M. Leitner,25,Germany,Norwich City,€4.8M,€22K,Right,"Jun 26, 2018",
2974,215449,R. Skov,22,Denmark,FC København,€6M,€15K,Left,"Jan 19, 2018",
2975,164505,B. Guzan,33,United States,Atlanta United,€2M,€5K,Left,"Jul 1, 2017",
2976,237209,M. Mitrović,24,Croatia,Club Brugge KV,€4.5M,€14K,Right,"Jul 20, 2018",
2977,192665,A. Luthe,31,Germany,FC Augsburg,€2.4M,€15K,Right,"Jul 1, 2016",
2978,193177,A. Traoré,28,Ivory Coast,Göztepe SK,€3.2M,€19K,Left,"Aug 14, 2017",
2979,193945,N. Uysal,27,Turkey,Beşiktaş JK,€3.9M,€32K,Right,"Jul 1, 2009",
2980,197786,G. Donati,28,Italy,1. FSV Mainz 05,€3.2M,€21K,Right,"Jan 25, 2016",
2981,198554,A. Ujah,27,Nigeria,1. FSV Mainz 05,€4.3M,€23K,Right,"Jan 1, 2018",
2982,188058,A. Kravets,29,Ukraine,Kayserispor,€4M,€14K,Right,"Jan 15, 2018",
2983,193690,Z. Tomašević,28,Montenegro,KV Oostende,€3.6M,€13K,Left,"Jul 1, 2016",
2984,205211,M. Borjan,30,Canada,,€0,€0,Right,,
2985,236699,S. Lukić,21,Serbia,Torino,€4.9M,€21K,Right,"Jul 1, 2016",
2986,199580,C. Goldson,25,England,Rangers FC,€4.8M,€34K,Right,"Jun 13, 2018",
2987,229788,Rubén Alcaraz,27,Spain,Real Valladolid CF,€4.5M,€16K,Right,"Aug 3, 2018",
2988,165788,L. Ulloa,31,Argentina,Pachuca,€3.6M,€26K,Right,"Aug 12, 2018",
2989,206238,Iván López,24,Spain,Gimnàstic de Tarragona,€4.5M,€15K,Right,,
2990,224158,S. Amrabat,21,Morocco,Club Brugge KV,€5.5M,€13K,Right,"Aug 24, 2018",
2991,231838,M. Wöber,20,Austria,Ajax,€5M,€9K,Left,"Aug 24, 2017",
2992,204447,F. Lucioni,30,Italy,Lecce,€3M,€4K,Right,"Aug 28, 2018",
2993,240289,Calero,22,Spain,Real Valladolid CF,€5.5M,€13K,Right,"Jul 1, 2016",
2994,176545,C. Marrugo,32,Colombia,Millonarios FC,€3.1M,€8K,Right,,
2995,183969,J. Forlín,30,Argentina,Real Oviedo,€3M,€9K,Right,"Aug 29, 2017",
2996,215202,L. Janson,23,Argentina,Toronto FC,€5.5M,€12K,Right,,
2997,215970,B. Bolingoli,23,Belgium,SK Rapid Wien,€4.5M,€12K,Left,"Jul 1, 2017",
2998,229282,Thiago Santana,25,Brazil,Santa Clara,€5M,€6K,Left,"Jul 1, 2017",
2999,186274,K. Rausch,28,Russia,,€0,€0,Left,,
3000,193186,N. Etheridge,28,Philippines,Cardiff City,€3.3M,€28K,Right,"Jul 1, 2017",
3001,142499,Aitor Sanz,33,Spain,CD Tenerife,€1.6M,€8K,Right,"Jul 1, 2013",
3002,211107,Frederico Venâncio,25,Portugal,Vitória Guimarães,€4.3M,€8K,Right,"Jul 7, 2018",
3003,232099,M. Grujić,22,Serbia,Hertha BSC,€6M,€51K,Right,,
3004,182435,M. Langerak,29,Australia,Nagoya Grampus,€3.1M,€6K,Right,"Jan 14, 2018",
3005,214949,H. Manzala,24,DR Congo,Angers SCO,€5.5M,€16K,Right,"Jul 13, 2018",
3006,192165,Paulinho,32,Brazil,BK Häcken,€3.1M,€5K,Right,"Jul 15, 2015",
3007,213414,W. Troost-Ekong,24,Nigeria,Udinese,€4.4M,€17K,Right,"Aug 17, 2018",
3008,201895,D. Fagundez,23,Uruguay,New England Revolution,€5M,€6K,Right,"Nov 15, 2010",
3009,178600,U. Demirok,29,Turkey,Atiker Konyaspor,€3.1M,€14K,Right,"Jul 2, 2018",
3010,182440,R. Kruse,29,Australia,VfL Bochum 1848,€3.9M,€16K,Right,"Jul 21, 2017",
3011,207785,T. Matlaba,30,South Africa,Orlando Pirates,€2.9M,€1K,Right,"Jan 1, 2012",
3012,228777,G. Banguera,22,Colombia,Atlético Huila,€4.7M,€2K,Right,"Oct 17, 2015",
3013,200106,A. Özbiliz,28,Armenia,Willem II,€4M,€40K,Left,,
3014,210602,S. Al Dawsari,26,Saudi Arabia,Al Hilal,€4.3M,€29K,Right,"Jul 1, 2011",
3015,222634,I. Success,22,Nigeria,Watford,€5.5M,€34K,Right,"Jul 1, 2016",
3016,222123,A. Long,25,United States,New York Red Bulls,€4.5M,€6K,Right,"Feb 22, 2017",
3017,183211,M. Škoda,32,Czech Republic,SK Slavia Praha,€3.2M,€1K,Right,"Jan 1, 2012",
3018,234924,A. Diakhaby,21,France,Huddersfield Town,€5.5M,€26K,Left,"Jul 20, 2018",
3019,185260,D. Kadah,32,Turkey,Göztepe SK,€3.1M,€20K,Right,"Jul 20, 2018",
3020,190636,A. Ríos,29,Mexico,Deportivo Toluca,€3.1M,€19K,Right,"Jan 1, 2009",
3021,236461,J. Mateta,21,France,1. FSV Mainz 05,€7M,€18K,Right,"Jul 1, 2018",
3022,188334,F. Cacciatore,31,Italy,Chievo Verona,€2.6M,€13K,Right,"Jun 30, 2016",
3023,200111,R. van Rhijn,27,Netherlands,AZ Alkmaar,€3.7M,€12K,Right,"Aug 31, 2018",
3024,214191,R. Pérez,28,Colombia,Junior FC,€3.6M,€4K,Right,"Jun 1, 2017",
3025,162223,A. Baumjohann,31,Germany,Western Sydney Wanderers,€3.5M,€9K,Right,"Aug 9, 2018",
3026,167599,R. Elm,30,Sweden,Kalmar FF,€3.7M,€4K,Right,"Jan 20, 2015",
3027,125871,H. Kaldırım,28,Turkey,Fenerbahçe SK,€3.2M,€43K,Left,"Jul 1, 2012",
3028,215985,F. Monetti,29,Argentina,Atlético Nacional,€3.2M,€4K,Right,"Jan 22, 2018",
3029,167601,K. Nababkin,31,Russia,PFC CSKA Moscow,€2.6M,€1K,Right,"Jan 1, 2010",
3030,181681,S. Williams,31,Republic of Ireland,Millwall,€2.7M,€12K,Left,"Jan 27, 2014",
3031,208306,M. Stępiński,23,Poland,Chievo Verona,€5.5M,€14K,Right,"Jul 1, 2018",
3032,185010,M. Pazdan,30,Poland,Legia Warszawa,€3M,€8K,Right,"Jul 1, 2015",
3033,168883,T. Al Jassam,33,Saudi Arabia,Al Wehda,€2.3M,€29K,Right,,
3034,179891,M. Heller,32,Germany,SV Darmstadt 98,€3.1M,€17K,Right,"Jul 27, 2018",
3035,198836,V. Pajot,27,France,Angers SCO,€4.1M,€19K,Right,"Jul 1, 2018",
3036,222644,Y. Asad,23,Argentina,DC United,€5.5M,€11K,Right,,
3037,207797,Y. Banana,26,Cameroon,,€0,€0,Right,,
3038,142773,W. Montillo,34,Argentina,Club Atlético Tigre,€2M,€13K,Right,"Jul 23, 2018",
3039,220085,L. Waldschmidt,22,Germany,SC Freiburg,€5.5M,€19K,Left,"Jul 1, 2018",
3040,240309,Y. Makarenko,27,Ukraine,RSC Anderlecht,€3.9M,€15K,Left,"Jul 1, 2018",
3041,234678,J. Mæhle,21,Denmark,KRC Genk,€5M,€9K,Right,"Jul 1, 2017",
3042,204215,A. Reach,25,England,Sheffield Wednesday,€5M,€22K,Left,"Aug 31, 2016",
3043,143799,Y. Ayhan,36,Turkey,MKE Ankaragücü,€550K,€12K,Right,"Jul 14, 2018",
3044,231095,N. Skubic,29,Slovenia,Atiker Konyaspor,€3M,€14K,Right,"Jan 11, 2016",
3045,212408,Frédéric Mendy,29,Guinea Bissau,Vitória de Setúbal,€4M,€7K,Right,"Jul 11, 2018",
3046,24248,D. Pizarro,38,Chile,Universidad de Chile,€1.3M,€8K,Right,"Jan 31, 2017",
3047,230328,Pierrino Faria,30,Brazil,Santos,€2.6M,€11K,Right,"Jan 1, 2018",
3048,178616,Adrián González,30,Spain,Málaga CF,€3M,€8K,Left,"Jul 1, 2017",
3049,213433,F. Tobio,28,Argentina,Deportivo Toluca,€3.6M,€19K,Right,"Jul 18, 2018",
3050,179897,R. Sigurðsson,32,Iceland,,€0,€0,Right,,
3051,158394,K. Reichel,31,Germany,1. FC Union Berlin,€2.6M,€23K,Left,"Jul 1, 2018",
3052,230330,Nivo Serpinho,34,Brazil,Chapecoense,€1.6M,€10K,Left,"Jan 1, 2018",
3053,205243,M. Wagué,27,Mali,Udinese,€3.9M,€19K,Right,"Jul 1, 2017",
3054,192955,M. Klich,28,Poland,Leeds United,€4M,€35K,Right,"Jun 23, 2017",
3055,198076,A. Abdennour,28,Tunisia,Olympique de Marseille,€3.2M,€24K,Left,,
3056,202428,B. Wood,25,United States,Hannover 96,€5M,€13K,Right,,
3057,201149,Álex Pérez,26,Spain,Real Sporting de Gijón,€4M,€8K,Right,"Aug 17, 2017",
3058,214206,G. Cano,30,Argentina,Independiente Medellín,€3.9M,€4K,Right,"Jan 31, 2018",
3059,214462,I. Arboleda,22,Colombia,Club Atlético Banfield,€4.1M,€8K,Right,"Jan 30, 2015",
3060,199103,A. Domínguez,31,Ecuador,Vélez Sarsfield,€2.4M,€10K,Right,"Jul 23, 2018",
3061,203455,O. Kragl,28,Germany,Foggia,€4M,€4K,Left,"Jul 1, 2018",
3062,210111,José Rodríguez,23,Spain,Fortuna Sittard,€4.5M,€17K,Right,,
3063,214207,F. Pardo,27,Colombia,Olympiacos CFP,€4.2M,€1K,Right,"Jul 1, 2016",
3064,232639,R. Doan,20,Japan,FC Groningen,€7M,€6K,Left,"Apr 23, 2018",
3065,202944,O. Hiljemark,26,Sweden,Genoa,€4.8M,€14K,Right,"Jul 11, 2017",
3066,210881,J. McGinn,23,Scotland,Aston Villa,€5.5M,€15K,Left,"Aug 8, 2018",
3067,220609,V. Vada,22,Argentina,FC Girondins de Bordeaux,€5.5M,€27K,Right,"Jul 1, 2014",
3068,186817,R. Halliche,31,Algeria,Moreirense FC,€2.7M,€6K,Right,"Aug 6, 2018",
3069,194753,L. Marrone,28,Italy,Hellas Verona,€3.2M,€61K,Right,,
3070,230850,G. Cimirot,25,Bosnia Herzegovina,Standard de Liège,€4.9M,€13K,Right,"Jan 26, 2018",
3071,190915,K. Wilczek,30,Poland,Brøndby IF,€3.9M,€24K,Left,"Jan 22, 2016",
3072,234949,João Amaral,26,Portugal,Lech Poznań,€4.3M,€9K,Left,"Jul 20, 2018",
3073,181445,R. Bengtsson,32,Sweden,Malmö FF,€2.3M,€6K,Right,"Mar 25, 2015",
3074,206022,E. Johansson,29,Sweden,Djurgårdens IF,€3.1M,€6K,Right,"Jul 14, 2018",
3075,210118,Hélder Lopes,29,Portugal,AEK Athens,€3M,€1K,Left,"Jul 1, 2017",
3076,225478,Serginho,24,Brazil,Kashima Antlers,€5.5M,€11K,Left,"Aug 1, 2018",
3077,198599,M. Linnes,26,Norway,Galatasaray SK,€3.8M,€37K,Right,"Jan 13, 2016",
3078,207559,S. Tibbling,23,Sweden,Brøndby IF,€5.5M,€19K,Right,"Jul 21, 2017",
3079,219591,S. Simič,23,Czech Republic,Milan,€5M,€44K,Right,"Aug 28, 2013",
